Name,Abbrev,Status,Year,City,Country,Mass(kg),Lat_n,Long_n
Elephant Moraine 96222,EET 96222,Official,1996,Antarctica,,0.0083,76.1833,157.167
Elephant Moraine 96223,EET 96223,Official,1996,Antarctica,,0.0027,76.1833,157.167
Elephant Moraine 96224,EET 96224,Official,1996,Antarctica,,0.0006,76.1833,157.167
Elephant Moraine 96225,EET 96225,Official,1996,Antarctica,,0.0013,76.1833,157.167
Elephant Moraine 96226,EET 96226,Official,1996,Antarctica,,0.0021,76.1833,157.167
Elephant Moraine 96227,EET 96227,Official,1996,Antarctica,,0.0049,76.1833,157.167
Elephant Moraine 96228,EET 96228,Official,1996,Antarctica,,0.0012,76.1833,157.167
Elephant Moraine 96229,EET 96229,Official,1996,Antarctica,,0.0041,76.1833,157.167
Elephant Moraine 96230,EET 96230,Official,1996,Antarctica,,0.0317,76.1833,157.167
Elephant Moraine 96231,EET 96231,Official,1996,Antarctica,,0.0739,76.1833,157.167
Elephant Moraine 96232,EET 96232,Official,1996,Antarctica,,0.0143,76.1833,157.167
Elephant Moraine 96233,EET 96233,Official,1996,Antarctica,,0.0009,76.1833,157.167
Elephant Moraine 96234,EET 96234,Official,1996,Antarctica,,0.0023,76.1833,157.167
Elephant Moraine 96235,EET 96235,Official,1996,Antarctica,,0.0057,76.1833,157.167
Elephant Moraine 96236,EET 96236,Official,1996,Antarctica,,0.0003,76.1833,157.167
Elephant Moraine 96237,EET 96237,Official,1996,Antarctica,,0.0004,76.1833,157.167
Elephant Moraine 96238,EET 96238,Official,1996,Antarctica,,0.0004,76.1833,157.167
Elephant Moraine 96239,EET 96239,Official,1996,Antarctica,,0.001,76.1833,157.167
Elephant Moraine 96240,EET 96240,Official,1996,Antarctica,,0.0116,76.1833,157.167
Elephant Moraine 96241,EET 96241,Official,1996,Antarctica,,0.0312,76.1833,157.167
Elephant Moraine 96242,EET 96242,Official,1996,Antarctica,,0.023,76.1833,157.167
Elephant Moraine 96243,EET 96243,Official,1996,Antarctica,,0.0147,76.1833,157.167
Elephant Moraine 96244,EET 96244,Official,1996,Antarctica,,0.02,76.1833,157.167
Elephant Moraine 96245,EET 96245,Official,1996,Antarctica,,0.0144,76.1833,157.167
Elephant Moraine 96246,EET 96246,Official,1996,Antarctica,,0.0445,76.1833,157.167
Elephant Moraine 96247,EET 96247,Official,1996,Antarctica,,0.0861,76.1833,157.167
Elephant Moraine 96248,EET 96248,Official,1996,Antarctica,,0.0449,76.1833,157.167
Elephant Moraine 96249,EET 96249,Official,1996,Antarctica,,0.0403,76.1833,157.167
Elephant Moraine 96250,EET 96250,Official,1996,Antarctica,,0.0505,76.1833,157.167
Elephant Moraine 96251,EET 96251,Official,1996,Antarctica,,0.1008,76.1833,157.167
Elephant Moraine 96252,EET 96252,Official,1996,Antarctica,,0.0489,76.1833,157.167
Elephant Moraine 96253,EET 96253,Official,1996,Antarctica,,0.0154,76.1833,157.167
Elephant Moraine 96254,EET 96254,Official,1996,Antarctica,,0.0069,76.1833,157.167
Elephant Moraine 96255,EET 96255,Official,1996,Antarctica,,0.017,76.1833,157.167
Elephant Moraine 96256,EET 96256,Official,1996,Antarctica,,0.0012,76.1833,157.167
Elephant Moraine 96257,EET 96257,Official,1996,Antarctica,,0.0108,76.1833,157.167
Elephant Moraine 96258,EET 96258,Official,1996,Antarctica,,0.0266,76.1833,157.167
Elephant Moraine 96259,EET 96259,Official,1996,Antarctica,,0.0121,76.1833,157.167
Elephant Moraine 96260,EET 96260,Official,1996,Antarctica,,0.0076,76.1833,157.167
Elephant Moraine 96261,EET 96261,Official,1996,Antarctica,,0.0625,76.1833,157.167
Elephant Moraine 96262,EET 96262,Official,1996,Antarctica,,0.0542,76.1833,157.167
Elephant Moraine 96263,EET 96263,Official,1996,Antarctica,,0.0086,76.1833,157.167
Elephant Moraine 96264,EET 96264,Official,1996,Antarctica,,0.0036,76.1833,157.167
Elephant Moraine 96265,EET 96265,Official,1996,Antarctica,,0.001,76.1833,157.167
Elephant Moraine 96266,EET 96266,Official,1996,Antarctica,,0.0047,76.1833,157.167
Elephant Moraine 96267,EET 96267,Official,1996,Antarctica,,0.1064,76.1833,157.167
Elephant Moraine 96268,EET 96268,Official,1996,Antarctica,,0.0131,76.1833,157.167
Elephant Moraine 96269,EET 96269,Official,1996,Antarctica,,0.0059,76.1833,157.167
Elephant Moraine 96270,EET 96270,Official,1996,Antarctica,,0.0654,76.1833,157.167
Elephant Moraine 96271,EET 96271,Official,1996,Antarctica,,0.0948,76.1833,157.167
Elephant Moraine 96272,EET 96272,Official,1996,Antarctica,,0.0136,76.1833,157.167
Elephant Moraine 96273,EET 96273,Official,1996,Antarctica,,0.1472,76.1833,157.167
Elephant Moraine 96274,EET 96274,Official,1996,Antarctica,,0.1281,76.1833,157.167
Elephant Moraine 96275,EET 96275,Official,1996,Antarctica,,0.0095,76.1833,157.167
Elephant Moraine 96276,EET 96276,Official,1996,Antarctica,,0.0083,76.1833,157.167
Elephant Moraine 96277,EET 96277,Official,1996,Antarctica,,0.0158,76.1833,157.167
Elephant Moraine 96278,EET 96278,Official,1996,Antarctica,,0.0227,76.1833,157.167
Elephant Moraine 96279,EET 96279,Official,1996,Antarctica,,0.0453,76.1833,157.167
Elephant Moraine 96280,EET 96280,Official,1996,Antarctica,,0.0044,76.1833,157.167
Elephant Moraine 96281,EET 96281,Official,1996,Antarctica,,0.0024,76.1833,157.167
Elephant Moraine 96282,EET 96282,Official,1996,Antarctica,,0.0007,76.1833,157.167
Elephant Moraine 96283,EET 96283,Official,1996,Antarctica,,0.0194,76.1833,157.167
Elephant Moraine 96284,EET 96284,Official,1996,Antarctica,,0.0076,76.1833,157.167
Elephant Moraine 96285,EET 96285,Official,1996,Antarctica,,0.0029,76.1833,157.167
Elephant Moraine 96286,EET 96286,Official,1996,Antarctica,,0.0129,76.1833,157.167
Elephant Moraine 96287,EET 96287,Official,1996,Antarctica,,0.0046,76.1833,157.167
Elephant Moraine 96288,EET 96288,Official,1996,Antarctica,,0.0333,76.1833,157.167
Elephant Moraine 96289,EET 96289,Official,1996,Antarctica,,0.0057,76.1833,157.167
Elephant Moraine 96290,EET 96290,Official,1996,Antarctica,,0.0287,76.1833,157.167
Elephant Moraine 96291,EET 96291,Official,1996,Antarctica,,0.0008,76.1833,157.167
Elephant Moraine 96292,EET 96292,Official,1996,Antarctica,,0.0138,76.1833,157.167
Elephant Moraine 96293,EET 96293,Official,1996,Antarctica,,0.1006,76.1833,157.167
Elephant Moraine 96294,EET 96294,Official,1996,Antarctica,,0.0104,76.1833,157.167
Elephant Moraine 96295,EET 96295,Official,1996,Antarctica,,0.0119,76.1833,157.167
Elephant Moraine 96296,EET 96296,Official,1996,Antarctica,,0.0026,76.1833,157.167
Elephant Moraine 96297,EET 96297,Official,1996,Antarctica,,0.0029,76.1833,157.167
Elephant Moraine 96298,EET 96298,Official,1996,Antarctica,,0.0207,76.1833,157.167
Elephant Moraine 96299,EET 96299,Official,1996,Antarctica,,0.0505,76.1833,157.167
Elephant Moraine 96300,EET 96300,Official,1996,Antarctica,,0.0048,76.1833,157.167
Elephant Moraine 96301,EET 96301,Official,1996,Antarctica,,0.0007,76.1833,157.167
Elephant Moraine 96302,EET 96302,Official,1996,Antarctica,,0.0153,76.1833,157.167
Elephant Moraine 96303,EET 96303,Official,1996,Antarctica,,0.0283,76.1833,157.167
Elephant Moraine 96304,EET 96304,Official,1996,Antarctica,,0.0157,76.1833,157.167
Elephant Moraine 96305,EET 96305,Official,1996,Antarctica,,0.017,76.1833,157.167
Elephant Moraine 96306,EET 96306,Official,1996,Antarctica,,0.0013,76.1833,157.167
Elephant Moraine 96307,EET 96307,Official,1996,Antarctica,,0.0024,76.1833,157.167
Elephant Moraine 96308,EET 96308,Official,1996,Antarctica,,0.0147,76.1833,157.167
Elephant Moraine 96309,EET 96309,Official,1996,Antarctica,,0.0079,76.1833,157.167
Elephant Moraine 96310,EET 96310,Official,1996,Antarctica,,0.0068,76.1833,157.167
Elephant Moraine 96311,EET 96311,Official,1996,Antarctica,,0.0131,76.1833,157.167
Elephant Moraine 96312,EET 96312,Official,1996,Antarctica,,0.0011,76.1833,157.167
Elephant Moraine 96313,EET 96313,Official,1996,Antarctica,,0.1266,76.1833,157.167
Elephant Moraine 96314,EET 96314,Official,1996,Antarctica,,0.0803,76.1833,157.167
Elephant Moraine 96315,EET 96315,Official,1996,Antarctica,,0.0466,76.1833,157.167
Elephant Moraine 96316,EET 96316,Official,1996,Antarctica,,0.0753,76.1833,157.167
Elephant Moraine 96317,EET 96317,Official,1996,Antarctica,,0.0999,76.1833,157.167
Elephant Moraine 96318,EET 96318,Official,1996,Antarctica,,0.0025,76.1833,157.167
Elephant Moraine 96320,EET 96320,Official,1996,Antarctica,,0.0366,76.1833,157.167
Elephant Moraine 96321,EET 96321,Official,1996,Antarctica,,0.0063,76.1833,157.167
Elephant Moraine 96322,EET 96322,Official,1996,Antarctica,,0.0171,76.1833,157.167
Elephant Moraine 96323,EET 96323,Official,1996,Antarctica,,0.0012,76.1833,157.167
Elephant Moraine 96324,EET 96324,Official,1996,Antarctica,,0.0668,76.1833,157.167
Elephant Moraine 96325,EET 96325,Official,1996,Antarctica,,0.0021,76.1833,157.167
Elephant Moraine 96326,EET 96326,Official,1996,Antarctica,,0.0013,76.1833,157.167
Elephant Moraine 96327,EET 96327,Official,1996,Antarctica,,0.0015,76.1833,157.167
Elephant Moraine 96328,EET 96328,Official,1996,Antarctica,,0.0071,76.1833,157.167
Elephant Moraine 96329,EET 96329,Official,1996,Antarctica,,0.01,76.1833,157.167
Elephant Moraine 96330,EET 96330,Official,1996,Antarctica,,0.0758,76.1833,157.167
Elephant Moraine 96331,EET 96331,Official,1996,Antarctica,,0.1219,76.1833,157.167
Elephant Moraine 96332,EET 96332,Official,1996,Antarctica,,0.1365,76.1833,157.167
Elephant Moraine 96333,EET 96333,Official,1996,Antarctica,,0.1641,76.1833,157.167
Elephant Moraine 96334,EET 96334,Official,1996,Antarctica,,0.0056,76.1833,157.167
Elephant Moraine 96335,EET 96335,Official,1996,Antarctica,,0.0112,76.1833,157.167
Elephant Moraine 96336,EET 96336,Official,1996,Antarctica,,0.0128,76.1833,157.167
Elephant Moraine 96337,EET 96337,Official,1996,Antarctica,,0.0739,76.1833,157.167
Elephant Moraine 96338,EET 96338,Official,1996,Antarctica,,0.0626,76.1833,157.167
Elephant Moraine 96339,EET 96339,Official,1996,Antarctica,,0.0413,76.1833,157.167
Elephant Moraine 96340,EET 96340,Official,1996,Antarctica,,0.1378,76.1833,157.167
Elephant Moraine 96341,EET 96341,Official,1996,Antarctica,,0.026,76.1833,157.167
Elephant Moraine 96342,EET 96342,Official,1996,Antarctica,,0.0039,76.1833,157.167
Elephant Moraine 96343,EET 96343,Official,1996,Antarctica,,0.0197,76.1833,157.167
Elephant Moraine 96344,EET 96344,Official,1996,Antarctica,,0.0027,76.1833,157.167
Elephant Moraine 96345,EET 96345,Official,1996,Antarctica,,0.0153,76.1833,157.167
Elephant Moraine 96346,EET 96346,Official,1996,Antarctica,,0.0972,76.1833,157.167
Elephant Moraine 96347,EET 96347,Official,1996,Antarctica,,0.1151,76.1833,157.167
Elephant Moraine 96348,EET 96348,Official,1996,Antarctica,,0.0869,76.1833,157.167
Elephant Moraine 96349,EET 96349,Official,1996,Antarctica,,0.0256,76.1833,157.167
Elephant Moraine 96350,EET 96350,Official,1996,Antarctica,,0.0365,76.1833,157.167
Elephant Moraine 96351,EET 96351,Official,1996,Antarctica,,0.1208,76.1833,157.167
Elephant Moraine 96352,EET 96352,Official,1996,Antarctica,,0.0215,76.1833,157.167
Elephant Moraine 99400,EET 99400,Official,1999,Antarctica,,0.234,76.1833,157.167
Elephant Moraine 99401,EET 99401,Official,1999,Antarctica,,0.605,76.1833,157.167
Elephant Moraine 99402,EET 99402,Official,1999,Antarctica,,0.1805,76.1833,157.167
Elephant Moraine 99403,EET 99403,Official,1999,Antarctica,,0.1118,76.1833,157.167
Elephant Moraine 99404,EET 99404,Official,1999,Antarctica,,0.34,76.1833,157.167
Elephant Moraine 99405,EET 99405,Official,1999,Antarctica,,0.1043,76.1833,157.167
Elephant Moraine 99406,EET 99406,Official,1999,Antarctica,,0.1129,76.1833,157.167
Elephant Moraine 99407,EET 99407,Official,1999,Antarctica,,0.06,76.1833,157.167
Elephant Moraine 99408,EET 99408,Official,1999,Antarctica,,0.1477,76.1833,157.167
Elephant Moraine 99409,EET 99409,Official,1999,Antarctica,,0.4,76.1833,157.167
Elephant Moraine 99410,EET 99410,Official,1999,Antarctica,,0.205,76.1833,157.167
Elephant Moraine 99411,EET 99411,Official,1999,Antarctica,,0.224,76.1833,157.167
Elephant Moraine 99412,EET 99412,Official,1999,Antarctica,,0.25,76.1833,157.167
Elephant Moraine 99413,EET 99413,Official,1999,Antarctica,,0.1727,76.1833,157.167
Elephant Moraine 99414,EET 99414,Official,1999,Antarctica,,0.121,76.1833,157.167
Elephant Moraine 99415,EET 99415,Official,1999,Antarctica,,0.0982,76.1833,157.167
Elephant Moraine 99416,EET 99416,Official,1999,Antarctica,,0.1877,76.1833,157.167
Elephant Moraine 99417,EET 99417,Official,1999,Antarctica,,0.0892,76.1833,157.167
Elephant Moraine 99418,EET 99418,Official,1999,Antarctica,,0.0832,76.1833,157.167
Elephant Moraine 99419,EET 99419,Official,1999,Antarctica,,0.054,76.1833,157.167
Elephant Moraine 99420,EET 99420,Official,1999,Antarctica,,0.726,76.1833,157.167
Elephant Moraine 99421,EET 99421,Official,1999,Antarctica,,0.0657,76.1833,157.167
Elephant Moraine 99422,EET 99422,Official,1999,Antarctica,,0.24,76.1833,157.167
Elephant Moraine 99423,EET 99423,Official,1999,Antarctica,,0.1695,76.1833,157.167
Elephant Moraine 99424,EET 99424,Official,1999,Antarctica,,0.1566,76.1833,157.167
Elephant Moraine 99425,EET 99425,Official,1999,Antarctica,,0.0619,76.1833,157.167
Elephant Moraine 99426,EET 99426,Official,1999,Antarctica,,0.0316,76.1833,157.167
Elephant Moraine 99427,EET 99427,Official,1999,Antarctica,,0.0388,76.1833,157.167
Elephant Moraine 99428,EET 99428,Official,1999,Antarctica,,0.0638,76.1833,157.167
Elephant Moraine 99429,EET 99429,Official,1999,Antarctica,,0.0209,76.1833,157.167
Elephant Moraine 99430,EET 99430,Official,1999,Antarctica,,0.0271,76.1833,157.167
Elephant Moraine 99431,EET 99431,Official,1999,Antarctica,,0.0264,76.1833,157.167
Elephant Moraine 99432,EET 99432,Official,1999,Antarctica,,0.0182,76.1833,157.167
Elephant Moraine 99433,EET 99433,Official,1999,Antarctica,,0.0122,76.1833,157.167
Elephant Moraine 99434,EET 99434,Official,1999,Antarctica,,0.0201,76.1833,157.167
Elephant Moraine 99435,EET 99435,Official,1999,Antarctica,,0.002,76.1833,157.167
Elephant Moraine 99436,EET 99436,Official,1999,Antarctica,,0.0042,76.1833,157.167
Elephant Moraine 99437,EET 99437,Official,1999,Antarctica,,0.006,76.1833,157.167
Elephant Moraine 99438,EET 99438,Official,1999,Antarctica,,0.0015,76.1833,157.167
Elephant Moraine 99439,EET 99439,Official,1999,Antarctica,,0.0093,76.1833,157.167
Elephant Moraine 99440,EET 99440,Official,1999,Antarctica,,0.005,76.1833,157.167
Elephant Moraine 99441,EET 99441,Official,1999,Antarctica,,0.0022,76.1833,157.167
Elephant Moraine 99442,EET 99442,Official,1999,Antarctica,,0.0003,76.1833,157.167
Elephant Moraine 99443,EET 99443,Official,1999,Antarctica,,0.0024,76.1833,157.167
Elephant Moraine 99444,EET 99444,Official,1999,Antarctica,,0.0153,76.1833,157.167
Elephant Moraine 99445,EET 99445,Official,1999,Antarctica,,0.0049,76.1833,157.167
Elephant Moraine 99446,EET 99446,Official,1999,Antarctica,,0.0151,76.1833,157.167
Elephant Moraine 99447,EET 99447,Official,1999,Antarctica,,0.001,76.1833,157.167
Elephant Moraine 99448,EET 99448,Official,1999,Antarctica,,0.007,76.1833,157.167
Elephant Moraine 99449,EET 99449,Official,1999,Antarctica,,0.0109,76.1833,157.167
Elephant Moraine 99450,EET 99450,Official,1999,Antarctica,,0.028,76.1833,157.167
Elephant Moraine 99451,EET 99451,Official,1999,Antarctica,,0.0193,76.1833,157.167
Elephant Moraine 99452,EET 99452,Official,1999,Antarctica,,0.0146,76.1833,157.167
Elephant Moraine 99453,EET 99453,Official,1999,Antarctica,,0.022,76.1833,157.167
Elephant Moraine 99454,EET 99454,Official,1999,Antarctica,,0.025,76.1833,157.167
Elephant Moraine 99456,EET 99456,Official,1999,Antarctica,,0.0418,76.1833,157.167
Elephant Moraine 99457,EET 99457,Official,1999,Antarctica,,0.0098,76.1833,157.167
Elephant Moraine 99458,EET 99458,Official,1999,Antarctica,,0.0074,76.1833,157.167
Elephant Moraine 99459,EET 99459,Official,1999,Antarctica,,0.0413,76.1833,157.167
Elephant Moraine A79001,EETA79001,Official,1979 or 1980,Antarctica,,7.94,76.2833,157.267
Elephant Moraine A79002,EETA79002,Official,1979 or 1980,Antarctica,,2.84,76.3167,157.233
Elephant Moraine A79003,EETA79003,Official,1979 or 1980,Antarctica,,0.436,76.2833,157.233
Elephant Moraine A79004,EETA79004,Official,1979 or 1980,Antarctica,,0.39,76.2833,157.233
Elephant Moraine A79005,EETA79005,Official,1979 or 1980,Antarctica,,0.451,76.2833,157.233
Elephant Moraine A79006,EETA79006,Official,1979 or 1980,Antarctica,,0.716,76.2833,157.217
Elephant Moraine A79007,EETA79007,Official,1979 or 1980,Antarctica,,0.1999,76.2833,157.217
Elephant Moraine A79009,EETA79009,Official,1979 or 1980,Antarctica,,0.1403,76.2833,157.217
Elephant Moraine A79010,EETA79010,Official,1979 or 1980,Antarctica,,0.287,76.2833,157.217
Elephant Moraine A79011,EETA79011,Official,1979 or 1980,Antarctica,,0.0864,76.2833,157.217
Ella Island,,Official,1971,Ostgronland, Greenland,7.5,72.8833,-25.1167
Ellisras,,Official,1970,Northern, South Africa,2.07,23.8333,27.9167
Eltanin,,Official,1981,Pacific Ocean,,1.2,57.7833,-90.7833
Elyria,,Official,1971,Kansas, USA,10.9,38.2667,-97.35
Emerson Dry Lake,,Official,2006,California, USA,0.032,34.4333,-116.4
En Naffatiyah,,Official,2007,Madaniyin, Tunisia,0.0872,33.2167,10.8333
En Naffatiyah 002,EN 002,Official,2014,Tatawin, Tunisia,0.0201,33.2333,10.5833
En Naffatiyah 003,EN 003,Official,2016,Tatawin, Tunisia,0.0037,33.2,10.6333
Enshi,,Official,1974,Hubei, China,8,30.3,109.5
Erg Chech 001,EC 001,Official,2017,Adrar, Algeria,1.266,26.05,-2.06667
Erg Tiferine,,Official,2001,Illizi, Algeria,0.325,27.2667,6.76667
Erldunda,,Official,1992,Northern Territory, Australia,0.19,25.2833,133.2
Errachidia,,Official,2016,Morocco,,0.156,31.6833,-4.18333
EscalÜ‡n,,Official,1979,Chihuahua, Mexico,0.0543,27,-104
Esperance,,Official,1991,Western Australia, Australia,0.397,33.8667,121.917
Essex,,Official,2002,California, USA,5,34.6,-115.033
EstaciÜ‡n Imilac,,Official,2004,Antofagasta, Chile,1.908,24.2167,-68.8833
Ethiudna,,Official,1977,South Australia, Australia,74.32,32.0333,139.783
Etosha,,Official,1970,Owambo, Namibia,110.7,18.5,16
Euclid,,Official,1970,Minnesota, USA,2.5,47.95,-96.7
Faina,,Official,2011,Goias, Brazil,0.44,15.4333,-50.35
Fairfield,,Official,1974 or 1982,Ohio, USA,1.6,39.3333,-84.6
Fairview,,Official,1986,Texas, USA,28.8,34.1,-102.65
Falsey Draw,,Official,1995,New Mexico, USA,4.18,33.8333,-103.933
Famenin,,Official,2015,Hamadan, Iran,0.63,35.1167,48.9667
Felsted,,Official,1977,Region Syddanmark, Denmark,13.5,54.9833,9.48333
Felt,,Official,1970,Oklahoma, USA,5.4,36.55,-102.783
Felt (b),,Official,1990,Oklahoma, USA,5.59,36.5833,-102.7
Fermo,,Official,1996,Marche, Italy,10.2,43.1667,13.75
Fife,,Official,2003,Texas, USA,8.6,31.3833,-99.4
Finney (c),,Official,1978,Texas, USA,0.492,34.2833,-101.683
Fish Canyon,,Official,1992,Arizona, USA,0.0273,31.7333,-110.75
Fitzwater Pass,,Official,1974,Oregon, USA,0.0654,42.0333,-120.583
Flagler,,Official,1972,Colorado, USA,4.1,39.2167,-102.983
Flandreau,,Official,1983,South Dakota, USA,21.36,44.0333,-96.5833
Florey,,Official,1978,Texas, USA,110.8,32.5167,-102.7
Floydada (b),,Official,1999,Texas, USA,6.27,33.9833,-101.333
Fluvanna (b),,Official,1976,Texas, USA,4.11,32.9,-101.15
Forrest 002,,Official,1980,Western Australia, Australia,26,30.9833,127.883
Forrest 003,,Official,1970,Western Australia, Australia,0.074,30.9,128.083
Forrest 004,,Official,1970,Western Australia, Australia,0.064,30.4667,128.2
Forrest 005,,Official,1970,Western Australia, Australia,0.036,30.45,128.217
Forrest 006,,Official,1977,Western Australia, Australia,0.0473,30.6333,128.117
